title,trending_date,sumDay,id
Over Again (Official Video) - Mike Shinoda,"['18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02']",14,1
PACIFIC RIM 2 Official International Trailer #1 (2018) John Boyega Movie HD,"['17.13.12', '17.14.12']",2,1
"PAPERS, PLEASE - The Short Film (2018) 4K SUBS","['18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03']",33,1
PEOPLE TELL THEIR CRUSH THEY LIKE THEM (vol. IX),"['18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03']",33,1
PET DRAGONS & STUFF,"['18.08.02', '18.09.02', '18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02']",7,1
Pacific Rim Uprising - Official Trailer 2 [HD],"['18.25.01', '18.26.01', '18.27.01', '18.28.01', '18.29.01', '18.30.01', '18.31.01', '18.01.02', '18.02.02', '18.03.02', '18.04.02', '18.05.02', '18.06.02', '18.07.02', '18.08.02', '18.09.02', '18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02', '18.17.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02']",28,1
Pacific Rim Uprising IMAX® Exclusive Trailer,"['18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03']",14,1
Paterno (2018) Teaser Trailer ft. Al Pacino | HBO,"['18.21.01', '18.22.01', '18.23.01', '18.24.01', '18.25.01', '18.26.01', '18.27.01', '18.28.01']",8,1
Peppermint Trailer #1 (2018) | Movieclips Trailers,"['18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06']",6,1
"Prometheus Script Reveals TRUTH about Engineers, Black Goo and Deacon","['18.17.01', '18.18.01', '18.19.01', '18.20.01']",4,1
RWBY Volume 5: Chapter 14 - Haven's Fate | Rooster Teeth,"['18.28.01', '18.29.01', '18.30.01', '18.31.01', '18.01.02', '18.02.02', '18.03.02', '18.04.02', '18.05.02', '18.06.02', '18.07.02', '18.08.02', '18.09.02', '18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02']",28,1
ReBoot: The Guardian Code Official Trailer,"['18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03']",5,1
Ready Player One Trailer (2018) | 'Dreamer' | Movieclips Trailers,"['18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03']",6,1
Ready Player One reviewed by Mark Kermode,"['18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04']",8,1
Reboot: The Guardian Code Official Trailer,"['18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03']",8,1
Red Sparrow | Official Trailer [HD] | 20th Century FOX,['18.21.01'],1,1
"Robin Hood (2018 Movie) Teaser Trailer – Taron Egerton, Jamie Foxx, Jamie Dornan","['18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.14.05', '18.14.05', '18.16.05', '18.17.05', '18.18.05', '18.19.05', '18.20.05', '18.21.05', '18.22.05', '18.23.05', '18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06']",34,1
Robin Williams: Come Inside My Mind (2018) Official Trailer | HBO,"['18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",6,1
"SERENITY Official Trailer (2018) Matthew McConaughey, Anne Hathaway Movie HD","['18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",7,1
STAR WARS - Sc. 38  Reimagined (Unofficial short scene) Teaser Trailer,"['17.25.12', '17.26.12']",2,1
STAR WARS - Sc.38 Reimagined (Unofficial Short Scene) Teaser Trailer,"['17.27.12', '17.28.12', '17.29.12', '17.30.12', '17.31.12', '18.01.01', '18.02.01', '18.03.01', '18.04.01', '18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01']",14,1
Season 1 Recap | Westworld,"['18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05']",10,1
Serious Questions: Avengers Infinity War,"['18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.14.05', '18.14.05']",9,1
Slender Man Trailer #1 (2018) | Movieclips Trailers,"['18.04.01', '18.05.01', '18.06.01', '18.07.01', '18.08.01', '18.09.01', '18.12.01', '18.13.01', '18.14.01', '18.15.01', '18.16.01', '18.17.01', '18.18.01']",13,1
Solo Is The Best Film Ever - The Shill Master Review,"['18.07.06', '18.08.06', '18.09.06', '18.10.06']",4,1
Solo: A Star Wars Story - Movie Review,"['18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06']",12,1
Sorry to Bother You Trailer #1 (2018) | Movieclips Trailers,['18.15.03'],1,1
Spoony & April Review Star Wars The Last Jedi (12-17-17),"['17.24.12', '17.25.12', '17.26.12', '17.27.12', '17.28.12', '17.29.12', '17.30.12', '17.31.12', '18.01.01', '18.02.01', '18.03.01', '18.04.01', '18.05.01', '18.06.01', '18.07.01', '18.08.01']",16,1
Star Wars: Episode VIII - The Last Jedi [Deleted Scenes],"['18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04']",20,1
Star Wars: The Last Jedi review & analysis,"['17.18.12', '17.19.12', '17.20.12', '17.21.12', '17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12', '17.28.12', '17.29.12', '17.30.12']",13,1
State Champs Crystal Ball,"['18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06']",7,1
State Champs Mine Is Gold,"['18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",10,1
Suspiria - Teaser Trailer | Amazon Studios,"['18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",10,1
THE GUERNSEY LITERARY & POTATO PEEL PIE SOCIETY - Official Trailer - Starring Lily James,"['18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03']",15,1
THE HAPPYTIME MURDERS Official Trailer (2018),"['18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05', '18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",20,1
"THE HOUSE THAT JACK BUILT Official Trailer (2018) Uma Thurman, Matt Dillon, Lars von Trier Movie HD","['18.17.05', '18.18.05', '18.19.05', '18.20.05', '18.21.05', '18.07.06']",6,1
"THE MAN WHO KILLED DON QUIXOTE Official Trailer (2018) Adam Driver,  Terry Gilliam Movie HD","['18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04']",11,1
"THE MAN WHO KILLED DON QUIXOTE Trailer # 2  (NEW 2018) Adam Driver, Terry Gilliam Movie HD","['18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.14.05', '18.14.05']",15,1
THE MUMMY - ralphthemoviemaker,"['18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04']",21,1
TREMORS SEASON 1 Official Trailer (2018) Kevin Bacon,"['18.15.05', '18.15.05', '18.16.05', '18.16.05', '18.17.05', '18.18.05', '18.19.05', '18.20.05', '18.21.05', '18.22.05', '18.23.05', '18.24.05', '18.25.05']",13,1
TWD 8x16 THE LAST FIGHT FULL,"['18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05']",15,1
Terminal Trailer #1 (2018) | Movieclips Trailers,"['18.14.04', '18.15.04', '18.16.04', '18.17.04']",4,1
Thanos has a great plan,"['18.03.05', '18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.14.05', '18.14.05']",13,1
"The Best Love Advice I Can Give. (real adult relationships, self love, and so much more)","['18.17.02', '18.18.02', '18.19.02', '18.20.02']",4,1
The Biggest Plot Hole in The Last Jedi,"['18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04']",6,1
The Cloverfield Paradox Super Bowl TV Spot | Movieclips Trailers,"['18.05.02', '18.06.02', '18.07.02', '18.08.02', '18.09.02']",5,1
The Darkest Minds | Official Trailer [HD] | 20th Century FOX,"['18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04']",7,1
The Death of Stalin Trailer #1 (2018) | Movieclips Trailers,"['18.19.01', '18.20.01', '18.21.01', '18.22.01', '18.23.01', '18.24.01', '18.25.01', '18.26.01', '18.27.01', '18.28.01', '18.29.01']",11,1
The First Purge Trailer #1 (2018) | Movieclips Trailers,"['18.07.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05']",7,1
The Globglogabgalab [Official],"['18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04']",21,1
The Globglogabgalab and Strawinsky talk [Official],['18.22.03'],1,1
The LAST Last Jedi Debate - MOVIE FIGHTS!!,"['18.26.01', '18.27.01', '18.28.01', '18.29.01', '18.30.01', '18.31.01', '18.01.02', '18.02.02', '18.03.02', '18.04.02', '18.05.02']",11,1
The Last Jedi and the 7 Basic Questions of Narrative Drama,"['18.01.06', '18.02.06', '18.03.06', '18.04.06', '18.05.06', '18.06.06', '18.07.06', '18.08.06', '18.09.06', '18.10.06', '18.11.06', '18.12.06', '18.13.06', '18.14.06']",14,1
The Last Jedi: The Worst Star Wars Movie Ever Made,"['17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12', '17.28.12', '17.29.12', '17.30.12', '17.31.12', '18.01.01', '18.02.01', '18.03.01', '18.04.01', '18.05.01', '18.06.01', '18.07.01']",17,1
"The Meg Official Trailer #1 (2018) Jason Statham, Ruby Rose Megalodon Shark Movie HD","['18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05', '18.14.05', '18.15.05', '18.15.05', '18.16.05']",34,1
The Mooch | Real Time with Bill Maher (HBO),"['18.04.02', '18.05.02', '18.06.02', '18.07.02', '18.08.02', '18.09.02', '18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03']",26,1
The Post reviewed by Mark Kermode,"['18.21.01', '18.22.01', '18.23.01', '18.24.01', '18.25.01', '18.26.01', '18.27.01', '18.28.01', '18.29.01', '18.30.01', '18.31.01']",11,1
The Post | Official Trailer [HD] | 20th Century FOX,"['17.14.11', '17.15.11', '17.16.11', '17.17.11', '17.18.11', '17.19.11', '17.20.11', '17.21.11', '17.22.11']",9,1
The Problem With Apu,['17.28.11'],1,1
The Spy Who Dumped Me Trailer #1 (2018) | Movieclips Trailers,"['18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.06.04']",14,1
Timothée Chalamet winning 2017 IFP Gotham awards for breakthrough actor,"['17.01.12', '17.02.12', '17.03.12', '17.04.12', '17.05.12', '17.06.12', '17.07.12']",7,1
Tom Holland 'Avengers: Infinity War' made a fool of himself in front of Madonna,"['18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05', '18.04.05', '18.05.05', '18.06.05', '18.07.05', '18.08.05', '18.09.05', '18.10.05', '18.11.05', '18.12.05', '18.13.05']",30,1
Tom Holland 'Avengers: Infinity War' reveals terrible awkward dancing moment with Madonna,['18.07.04'],1,1
Top 10 Lame Things To Do At Disney World,['18.01.04'],1,1
Trust Trailer Season 1 (2018) FX Series,"['18.12.01', '18.13.01', '18.14.01', '18.15.01', '18.16.01', '18.17.01', '18.18.01', '18.19.01', '18.20.01']",9,1
Uncle Drew Teaser Trailer #1 (2018) | Movieclips Trailers,"['18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03']",17,1
Under the Silver Lake | Official Trailer HD | A24,"['18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04']",17,1
Upgrade Trailer #1 (2018) | Movieclips Trailers,"['18.04.04', '18.05.04']",2,1
WHAT AM I?,"['18.28.01', '18.29.01', '18.30.01', '18.31.01', '18.01.02', '18.02.02', '18.03.02', '18.04.02', '18.05.02']",9,1
"WHEN WE FIRST MET Official Trailer (2018) Alexandra Daddario, Netflix Movie HD","['18.30.01', '18.31.01', '18.01.02', '18.02.02', '18.03.02', '18.04.02', '18.05.02', '18.06.02', '18.07.02', '18.08.02', '18.09.02', '18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02']",18,1
Warner Bros - Justice League B-Roll Footage,"['17.14.11', '17.15.11']",2,1
Westworld Season 2 | Official Super Bowl LII Ad | HBO,"['18.06.02', '18.07.02', '18.08.02', '18.09.02', '18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02']",21,1
Westworld Season 2 | Official Trailer | HBO,"['18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.03.05']",19,1
What Ever Happened to Baby Jane? - You're a Liar!,"['17.19.12', '17.20.12', '17.21.12', '17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12', '17.28.12', '17.29.12', '17.30.12', '17.31.12', '18.01.01', '18.02.01']",15,1
Wheel Love - 50to01 (Full Film),"['17.07.12', '17.08.12', '17.09.12', '17.10.12', '17.11.12', '17.12.12', '17.13.12', '17.14.12', '17.15.12', '17.16.12', '17.17.12', '17.18.12', '17.19.12']",13,1
Why I Left Nickelodeon,"['18.10.02', '18.11.02', '18.12.02', '18.13.02', '18.14.02', '18.15.02', '18.16.02', '18.17.02', '18.18.02', '18.19.02', '18.20.02', '18.21.02', '18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03']",35,1
Why the Oscars Don't Get Animation - Especially Anime,"['18.28.01', '18.29.01', '18.30.01', '18.31.01', '18.01.02', '18.02.02', '18.03.02', '18.04.02', '18.05.02', '18.06.02', '18.07.02', '18.08.02', '18.09.02', '18.10.02', '18.11.02']",15,1
Widows | Official Trailer [HD] | 20th Century FOX,"['18.05.06', '18.06.06', '18.07.06']",3,1
Wildlife Teaser Trailer #1 (2018) | Movieclips Trailers,"['18.24.05', '18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05']",8,1
Woody Woodpecker - Trailer - Own it 2/6 on DVD & Digital,"['17.16.12', '17.17.12']",2,1
Wrestle in Peace,"['18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03']",8,1
‘The Hamilton Polka’ - Weird Al Yankovic,"['18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04']",23,1
「未来のミライ」特報,"['17.16.12', '17.17.12', '17.18.12', '17.19.12', '17.20.12', '17.21.12', '17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12', '17.28.12']",13,1
『ニンジャバットマン』 New York Comic Con公開映像【2018年劇場公開予定】,"['17.02.12', '17.03.12', '17.04.12', '17.05.12', '17.06.12', '17.07.12', '17.08.12', '17.09.12', '17.10.12', '17.11.12', '17.12.12', '17.13.12']",12,1
【公式】「劇場版ポケットモンスター みんなの物語」予告編1,"['18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04']",31,1
【公式】劇場版ポケットモンスター ２０１８　特報,"['17.12.12', '17.13.12', '17.14.12', '17.15.12', '17.16.12', '17.17.12', '17.18.12', '17.19.12', '17.20.12', '17.21.12', '17.22.12', '17.23.12', '17.24.12', '17.25.12', '17.26.12', '17.27.12', '17.28.12', '17.29.12']",18,1
映画『BLEACH』特報【HD】2018年7月20日（金）公開,"['18.22.02', '18.23.02', '18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03']",35,1
$1 Guitar,"['17.13.12', '17.14.12', '17.15.12']",3,10
(First TV performance in 8 years) Björk - Courtship on Later... with Jools,"['18.25.05', '18.26.05', '18.27.05', '18.28.05', '18.29.05', '18.30.05', '18.31.05']",7,10
(R) The Fall - Bill is Dead,"['18.31.01', '18.01.02', '18.02.02', '18.03.02', '18.04.02', '18.05.02']",6,10
+@ TITUS ANDRONICUS - NUMBER ONE (IN NEW YORK) [OFFICIAL VIDEO],"['18.06.01', '18.07.01', '18.08.01', '18.09.01', '18.12.01', '18.13.01', '18.14.01', '18.15.01', '18.16.01', '18.17.01']",10,10
"2 Chainz - PROUD ft. YG, Offset","['18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04', '18.14.04', '18.15.04', '18.16.04', '18.17.04', '18.18.04', '18.19.04', '18.20.04', '18.21.04', '18.22.04', '18.23.04', '18.24.04', '18.25.04', '18.26.04', '18.27.04', '18.28.04', '18.29.04', '18.30.04', '18.01.05', '18.02.05', '18.03.05']",30,10
"21 Savage, Offset, Metro Boomin - Ric Flair Drip","['18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03', '18.01.04', '18.02.04', '18.03.04', '18.04.04', '18.05.04', '18.06.04', '18.07.04']",22,10
2CELLOS - Cinema Paradiso [OFFICIAL VIDEO],"['17.14.11', '17.15.11']",2,10
2CELLOS - Perfect - Ed Sheeran,"['18.24.02', '18.25.02', '18.26.02', '18.27.02', '18.28.02', '18.01.03', '18.02.03', '18.03.03', '18.04.03', '18.05.03', '18.06.03', '18.07.03', '18.08.03', '18.09.03', '18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03', '18.28.03', '18.29.03', '18.30.03', '18.31.03']",36,10
5 Seconds Of Summer - Want You Back (Audio),"['18.10.03', '18.11.03', '18.12.03', '18.13.03', '18.14.03', '18.15.03', '18.16.03', '18.17.03', '18.18.03', '18.19.03', '18.20.03', '18.21.03', '18.22.03', '18.23.03', '18.24.03', '18.25.03', '18.26.03', '18.27.03']",18,10
